Provenr	Medium_id	Enhet_id	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	compound	value	Medium_id2	lodcount	n	det_frac	plotting	meanx
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	BCPS	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	BCPS	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	BCPS	< 0.2	Solids	2	2	0	NA	NA
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	BCPS	< 0.2	Solids	2	2	0	NA	NA
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	BCPS	0.033	Water	2	6	66.66666667	0.033	0.965666667
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	BCPS	0.059	Water	2	6	66.66666667	0.059	0.965666667
NR-2022-06982	Air, particles (ng/m^3)	ng/m3	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	BCPS	< 1000	Air	2	2	0	NA	NA
NR-2022-06984	Air, particles (ng/m^3)	ng/m3	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	BCPS	< 20	Air	2	2	0	NA	NA
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	Residental 1	Private home	Private home	NA	NA	Bolig1	BCPS	< 10	Air	3	3	0	NA	NA
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	Residental 3	Private home	Private home	NA	NA	Bolig3	BCPS	< 10	Air	3	3	0	NA	NA
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	Residental 4	Private home	Private home	NA	NA	Bolig4	BCPS	< 10	Air	3	3	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	BCPS	< 0.1	Air	3	3	0	NA	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	BCPS	< 0.001	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	BCPS	< 0.1	Air	3	3	0	NA	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	BCPS	< 0.001	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	BCPS	< 0.1	Air	3	3	0	NA	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	BCPS	< 0.001	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	BCPS	< 0.001	Air	4	4	0	NA	NA
NR-2022-06946	Air (ng/m^3)	ng/m3	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	BCPS	< 0.2	Air	8	8	0	NA	NA
NR-2022-06947	Air (ng/m^3)	ng/m3	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	BCPS	< 0.2	Air	8	8	0	NA	NA
NR-2022-06948	Air (ng/m^3)	ng/m3	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	BCPS	< 0.2	Air	8	8	0	NA	NA
NR-2022-06954	Air (ng/m^3)	ng/m3	Residental 1	Private home	Private home	NA	NA	Residental 1	BCPS	< 0.1	Air	6	6	0	NA	NA
NR-2022-06955	Air (ng/m^3)	ng/m3	Residental 3	Private home	Private home	NA	NA	Residental 3	BCPS	< 0.1	Air	6	6	0	NA	NA
NR-2022-06956	Air (ng/m^3)	ng/m3	Residental 4	Private home	Private home	NA	NA	Residental 4	BCPS	< 0.1	Air	6	6	0	NA	NA
NR-2022-06957	Air (ng/m^3)	ng/m3	Residental 5	Private home	Private home	NA	NA	Residental 5	BCPS	< 0.1	Air	6	6	0	NA	NA
NR-2022-06958	Air (ng/m^3)	ng/m3	Residental 6	Private home	Private home	NA	NA	Residental 6	BCPS	< 0.1	Air	6	6	0	NA	NA
NR-2022-06959	Air (ng/m^3)	ng/m3	Residental 7	Private home	Private home	NA	NA	Residental 7	BCPS	< 0.1	Air	6	6	0	NA	NA
NR-2022-06951	Air (ng/m^3)	ng/m3	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D printlab 1	BCPS	< 0.05	Air	8	8	0	NA	NA
NR-2022-06952	Air (ng/m^3)	ng/m3	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D printlab 2	BCPS	< 0.05	Air	8	8	0	NA	NA
NR-2022-06963	Air (ng/m^3)	ng/m3	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus 1	BCPS	< 0.1	Air	8	8	0	NA	NA
NR-2022-06964	Air (ng/m^3)	ng/m3	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus 2	BCPS	< 0.1	Air	8	8	0	NA	NA
NR-2022-06965	Air (ng/m^3)	ng/m3	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus 3	BCPS	< 0.1	Air	8	8	0	NA	NA
NR-2022-07083	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	BCPS	1.907	Biota	5	8	37.5	1.907	0.998
NR-2022-07084	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	BCPS	2.279	Biota	5	8	37.5	2.279	0.998
NR-2022-07085	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	BCPS	3.173	Biota	5	8	37.5	3.173	0.998
NR-2022-07080	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	BCPS	< 0.25	Biota	5	8	37.5	0.125	0.998
NR-2022-07081	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	BCPS	< 0.25	Biota	5	8	37.5	0.125	0.998
NR-2022-07082	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	BCPS	< 0.25	Biota	5	8	37.5	0.125	0.998
NR-2022-07086	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	BCPS	< 0.25	Biota	5	8	37.5	0.125	0.998
NR-2022-07087	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	BCPS	< 0.25	Biota	5	8	37.5	0.125	0.998
NR-2022-06909	Water, total (ng/L)	ng/L	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	0.498	Water	2	3	33.33333333	0.498	0.249333333
NR-2022-06910	Water, total (ng/L)	ng/L	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	< 0.25	Water	2	3	33.33333333	0.125	0.249333333
NR-2022-06911	Water, total (ng/L)	ng/L	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	< 0.25	Water	2	3	33.33333333	0.125	0.249333333
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	1.042	Solids	0	6	100	1.042	10.661
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	0.251	Solids	1	3	66.66666667	0.251	0.403666667
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	0.22	Solids	0	6	100	0.22	10.661
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	0.86	Solids	1	3	66.66666667	0.86	0.403666667
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	0.268	Solids	0	6	100	0.268	10.661
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	isoTAC	< 0.2	Solids	1	3	66.66666667	0.1	0.403666667
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	isoTAC	13.012	Solids	0	6	100	13.012	10.661
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	isoTAC	11.715	Solids	0	6	100	11.715	10.661
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	isoTAC	37.709	Solids	0	6	100	37.709	10.661
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	isoTAC	< 0.2	Solids	4	4	0	NA	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	isoTAC	< 0.2	Solids	4	4	0	NA	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	isoTAC	< 0.2	Solids	4	4	0	NA	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	isoTAC	< 0.2	Solids	4	4	0	NA	NA
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	isoTAC	< 0.02	Water	2	12	83.33333333	0.01	39.20133333
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	isoTAC	< 0.02	Water	2	12	83.33333333	0.01	39.20133333
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	isoTAC	25.804	Water	2	12	83.33333333	25.804	39.20133333
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	isoTAC	29.665	Water	2	12	83.33333333	29.665	39.20133333
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	isoTAC	48.006	Water	2	12	83.33333333	48.006	39.20133333
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	isoTAC	54.716	Water	2	12	83.33333333	54.716	39.20133333
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	isoTAC	67.877	Water	2	12	83.33333333	67.877	39.20133333
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	isoTAC	0.298	Water	2	12	83.33333333	0.298	39.20133333
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	isoTAC	0.473	Water	2	12	83.33333333	0.473	39.20133333
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	isoTAC	87.24	Water	2	12	83.33333333	87.24	39.20133333
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	isoTAC	77.615	Water	2	12	83.33333333	77.615	39.20133333
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	isoTAC	78.702	Water	2	12	83.33333333	78.702	39.20133333
NR-2022-06938	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Summer	High	high treatment, summer	isoTAC	< 0.025	Air	4	4	0	NA	NA
NR-2022-06939	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	high treatment, autumn	isoTAC	< 0.025	Air	4	4	0	NA	NA
NR-2022-06940	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Summer	High	low treatment, summer	isoTAC	< 0.025	Air	4	4	0	NA	NA
NR-2022-06941	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	low treatment, autumn	isoTAC	< 0.025	Air	4	4	0	NA	NA
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	isoTAC	0.544	Water	1	8	87.5	0.544	2.4245
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	isoTAC	0.526	Water	1	8	87.5	0.526	2.4245
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	isoTAC	1.169	Water	1	8	87.5	1.169	2.4245
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	isoTAC	0.675	Water	1	8	87.5	0.675	2.4245
NR-2023-02387	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	NA	extra sample VOC	isoTAC	3.564	Water	1	8	87.5	3.564	2.4245
NR-2023-02388	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	NA	extra sample VOC	isoTAC	10.843	Water	1	8	87.5	10.843	2.4245
NR-2023-02389	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	NA	extra sample VOC	isoTAC	2.065	Water	1	8	87.5	2.065	2.4245
NR-2023-02390	Water, total (ng/L)	ng/L	Apall?kka	Urban river	Vesletjern	NA	NA	extra sample VOC	isoTAC	< 0.02	Water	1	8	87.5	0.01	2.4245
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	isoTAC	120.457	Water	1	3	66.66666667	120.457	58.69766667
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	isoTAC	55.511	Water	1	3	66.66666667	55.511	58.69766667
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	isoTAC	< 0.25	Water	1	3	66.66666667	0.125	58.69766667
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	isoTAC	< 0.2	Solids	3	3	0	NA	NA
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	isoTAC	< 0.2	Solids	3	3	0	NA	NA
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	isoTAC	< 0.2	Solids	3	3	0	NA	NA
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	isoTAC	< 0.5	Water	6	6	0	NA	NA
NR-2022-06923	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	isoTAC	2.228	Water	2	10	80	2.228	1.1484
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	isoTAC	< 0.5	Water	6	6	0	NA	NA
NR-2022-06924	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	isoTAC	3.493	Water	2	10	80	3.493	1.1484
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	isoTAC	< 0.25	Water	6	6	0	NA	NA
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	isoTAC	2.828	Water	2	10	80	2.828	1.1484
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	isoTAC	< 0.25	Water	6	6	0	NA	NA
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	isoTAC	< 0.25	Water	2	10	80	0.125	1.1484
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	isoTAC	1.254	Water	2	10	80	1.254	1.1484
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	isoTAC	< 0.25	Water	2	10	80	0.125	1.1484
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	isoTAC	0.5	Water	2	10	80	0.5	1.1484
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	isoTAC	0.331	Water	2	10	80	0.331	1.1484
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	isoTAC	0.325	Water	2	10	80	0.325	1.1484
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	isoTAC	0.275	Water	2	10	80	0.275	1.1484
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	isoTAC	< 0.02	Solids	2	6	66.66666667	0.01	0.045
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	isoTAC	< 0.02	Solids	2	6	66.66666667	0.01	0.045
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	isoTAC	0.042	Solids	2	6	66.66666667	0.042	0.045
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	isoTAC	0.132	Solids	2	6	66.66666667	0.132	0.045
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	isoTAC	0.052	Solids	2	6	66.66666667	0.052	0.045
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	isoTAC	0.024	Solids	2	6	66.66666667	0.024	0.045
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	isoTAC	< 0.02	Solids	2	2	0	NA	NA
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	isoTAC	< 0.02	Solids	2	2	0	NA	NA
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	isoTAC	< 0.5	Water	6	6	0	NA	NA
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	isoTAC	< 0.5	Water	6	6	0	NA	NA
NR-2022-06982	Air, particles (ng/m^3)	ng/m3	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	isoTAC	< 1000	Air	2	2	0	NA	NA
NR-2022-06984	Air, particles (ng/m^3)	ng/m3	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	isoTAC	< 20	Air	2	2	0	NA	NA
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	Residental 1	Private home	Private home	NA	NA	Bolig1	isoTAC	< 10	Air	3	3	0	NA	NA
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	Residental 3	Private home	Private home	NA	NA	Bolig3	isoTAC	< 10	Air	3	3	0	NA	NA
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	Residental 4	Private home	Private home	NA	NA	Bolig4	isoTAC	< 10	Air	3	3	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	isoTAC	0.168	Air	0	3	100	0.168	0.351
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	isoTAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	isoTAC	0.194	Air	0	3	100	0.194	0.351
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	isoTAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	isoTAC	0.691	Air	0	3	100	0.691	0.351
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	isoTAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	isoTAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06946	Air (ng/m^3)	ng/m3	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	isoTAC	0.289	Air	0	8	100	0.289	1.63325
NR-2022-06947	Air (ng/m^3)	ng/m3	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	isoTAC	1.049	Air	0	8	100	1.049	1.63325
NR-2022-06948	Air (ng/m^3)	ng/m3	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	isoTAC	2.635	Air	0	8	100	2.635	1.63325
NR-2022-06954	Air (ng/m^3)	ng/m3	Residental 1	Private home	Private home	NA	NA	Residental 1	isoTAC	0.876	Air	0	6	100	0.876	10.55616667
NR-2022-06955	Air (ng/m^3)	ng/m3	Residental 3	Private home	Private home	NA	NA	Residental 3	isoTAC	1.203	Air	0	6	100	1.203	10.55616667
NR-2022-06956	Air (ng/m^3)	ng/m3	Residental 4	Private home	Private home	NA	NA	Residental 4	isoTAC	2.641	Air	0	6	100	2.641	10.55616667
NR-2022-06957	Air (ng/m^3)	ng/m3	Residental 5	Private home	Private home	NA	NA	Residental 5	isoTAC	2.233	Air	0	6	100	2.233	10.55616667
NR-2022-06958	Air (ng/m^3)	ng/m3	Residental 6	Private home	Private home	NA	NA	Residental 6	isoTAC	50.578	Air	0	6	100	50.578	10.55616667
NR-2022-06959	Air (ng/m^3)	ng/m3	Residental 7	Private home	Private home	NA	NA	Residental 7	isoTAC	5.806	Air	0	6	100	5.806	10.55616667
NR-2022-06951	Air (ng/m^3)	ng/m3	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D printlab 1	isoTAC	3.036	Air	0	8	100	3.036	1.63325
NR-2022-06952	Air (ng/m^3)	ng/m3	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D printlab 2	isoTAC	0.874	Air	0	8	100	0.874	1.63325
NR-2022-06963	Air (ng/m^3)	ng/m3	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus 1	isoTAC	1.765	Air	0	8	100	1.765	1.63325
NR-2022-06964	Air (ng/m^3)	ng/m3	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus 2	isoTAC	1.562	Air	0	8	100	1.562	1.63325
NR-2022-06965	Air (ng/m^3)	ng/m3	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus 3	isoTAC	1.856	Air	0	8	100	1.856	1.63325
NR-2022-07083	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	isoTAC	3.538	Biota	5	8	37.5	3.538	0.648
NR-2022-07084	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	isoTAC	< 0.5	Biota	5	8	37.5	0.25	0.648
NR-2022-07085	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	isoTAC	< 0.5	Biota	5	8	37.5	0.25	0.648
NR-2022-07080	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	isoTAC	0.298	Biota	5	8	37.5	0.298	0.648
NR-2022-07081	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	isoTAC	0.473	Biota	5	8	37.5	0.473	0.648
NR-2022-07082	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	isoTAC	< 0.25	Biota	5	8	37.5	0.125	0.648
NR-2022-07086	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	isoTAC	< 0.25	Biota	5	8	37.5	0.125	0.648
NR-2022-07087	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	isoTAC	< 0.25	Biota	5	8	37.5	0.125	0.648
NR-2022-06909	Water, total (ng/L)	ng/L	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 5	Water	3	3	0	NA	NA
NR-2022-06910	Water, total (ng/L)	ng/L	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 5	Water	3	3	0	NA	NA
NR-2022-06911	Water, total (ng/L)	ng/L	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 5	Water	3	3	0	NA	NA
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 2	Solids	6	6	0	NA	NA
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 2	Solids	3	3	0	NA	NA
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 2	Solids	6	6	0	NA	NA
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 2	Solids	3	3	0	NA	NA
